lat0,lon0,tmin_C__after_2000,tmin_C__before_2000,tmax_C__after_2000,tmax_C__before_2000,vpd__after_2000,vpd__before_2000,duration__after_2000,duration__before_2000,intensity__after_2000,intensity__before_2000,frequency__after_2000,frequency__before_2000,tmin_C__delta_after_minus_before,tmax_C__delta_after_minus_before,vpd__delta_after_minus_before,duration__delta_after_minus_before,intensity__delta_after_minus_before,frequency__delta_after_minus_before
-26.75,28.25,10.585895528421796,9.740077972412132,30.69006569602275,29.31759719848635,0.906436354877269,0.7756155218538606,4.25,3.9642857142857144,0.787440571647424,0.5567505317074911,0.41333333333333333,0.25,0.8458175560096635,1.3724684975363992,0.1308208330234084,0.2857142857142856,0.23069003993993287,0.16333333333333333
-26.75,28.5,10.099357347364572,9.283281707763695,30.320698765346002,28.939268493652367,0.8620081484272852,0.7356926982602683,4.239130434782608,3.892857142857143,0.7827377003431321,0.5493081935814449,0.41333333333333333,0.25,0.8160756396008768,1.3814302716936346,0.12631545016701695,0.34627329192546563,0.23342950676168717,0.16333333333333333
-26.75,28.75,9.686498310039592,8.837220509847027,29.83197738845629,28.55113932291669,0.7994668596253593,0.6869562648554152,3.9347826086956523,3.5,0.8130818682909012,0.5870074201375246,0.44,0.2833333333333333,0.8492778001925654,1.2808380655396014,0.11251059476994418,0.43478260869565233,0.22607444815337663,0.15666666666666668
-26.75,29.0,9.860029185902011,9.008934529622419,30.10306067528665,28.8790590922038,0.7710554668876184,0.663205592723706,3.9615384615384617,3.5294117647058822,0.7139485983976296,0.5573948411380544,0.48,0.3,0.8510946562795922,1.224001583082849,0.10784987416391234,0.4321266968325794,0.1565537572595752,0.18
-26.5,25.75,11.741763464196959,11.21401545206708,33.44267950677254,32.82449010213218,1.3868055257039795,1.2639298831927293,3.760869565217391,3.25,0.7687372756004334,0.6012783497571945,0.4266666666666667,0.2833333333333333,0.5277480121298783,0.6181894046403613,0.12287564251125027,0.5108695652173911,0.16745892584323885,0.14333333333333337
-26.5,26.5,9.714843987799332,8.865650685628278,33.15764255275976,31.769193776448592,1.407018688593308,1.1528940312924871,3.888888888888889,3.5833333333333335,0.9323489172705288,0.714379304399093,0.4666666666666667,0.21666666666666667,0.849193302171054,1.3884487763111686,0.2541246573008209,0.30555555555555536,0.2179696128714358,0.25
-26.5,26.75,9.628193089869137,8.908616638183616,33.14571295403817,31.686599477132184,1.402971535438464,1.1484645814603915,3.9,3.769230769230769,0.9084277730435133,0.6714152361337955,0.49333333333333335,0.25,0.719576451685521,1.4591134769059835,0.25450695397807244,0.13076923076923075,0.2370125369097178,0.24333333333333335
-26.5,27.5,9.00668021858515,8.086492919921898,31.847566718559783,30.09272893269859,1.202545994253617,0.9586603930376943,4.344827586206897,3.727272727272727,0.7997181819331262,0.625504119829698,0.5066666666666667,0.2,0.9201872986632509,1.7548377858611914,0.24388560121592262,0.6175548589341697,0.17421406210342816,0.3066666666666667
-26.5,27.75,8.808520270013213,7.918085479736351,31.408699967025182,29.68950653076174,1.1274571045773996,0.9023412453210997,4.225806451612903,3.772727272727273,0.7857181569843581,0.5952100415121425,0.52,0.21666666666666667,0.8904347902768626,1.719193436263442,0.22511585925629984,0.4530791788856301,0.19050811547221558,0.30333333333333334
-26.5,28.0,8.759333464387199,7.98268966674807,31.434490094866092,29.766850789388045,1.1013003314110823,0.8859184712215755,4.387096774193548,3.727272727272727,0.7619809259970983,0.6130007816986605,0.5066666666666667,0.23333333333333334,0.7766437976391289,1.6676393054780476,0.21538186018950678,0.659824046920821,0.14898014429843787,0.2733333333333334
